model,dev_pr_auc_average_precision,dev_roc_auc,dev_f1_score,dev_recall,dev_precision,params,rank_dev_pr_auc
XGBoost,0.9259066133321096,0.97943312766461,0.8516377649325626,0.8983739837398373,0.8095238095238095,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",32
XGBoost,0.9258137048496667,0.979516461831285,0.8673267326732673,0.8902439024390244,0.8455598455598455,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 1.0}",33
XGBoost,0.9256923422210468,0.9791797917979179,0.8549323017408124,0.8983739837398373,0.8154981549815498,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",34
XGBoost,0.9256529775848509,0.979023123564569,0.8565891472868217,0.8983739837398373,0.8185185185185185,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 300, 'subsample': 1.0}",35
XGBoost,0.9256136175903006,0.9790531238645719,0.8532818532818532,0.8983739837398373,0.8125,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",36
XGBoost,0.9254686359390866,0.978436451031177,0.8628230616302187,0.8821138211382114,0.8443579766536965,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.8}",37
XGBoost,0.9252226342240194,0.9790914575812426,0.8610567514677103,0.8943089430894309,0.8301886792452831,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",38
XGBoost,0.9250487462784404,0.9787864545312118,0.8494208494208494,0.8943089430894309,0.8088235294117647,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",39
XGBoost,0.9247948495270125,0.979093124264576,0.859375,0.8943089430894309,0.8270676691729323,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",40
XGBoost,0.924619034665348,0.9792881262145955,0.851063829787234,0.8943089430894309,0.8118081180811808,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",41
XGBoost,0.924338352470191,0.9790831241645749,0.8599605522682445,0.8861788617886179,0.8352490421455939,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 1.0}",42
XGBoost,0.9241782666102516,0.9794114607812746,0.85,0.8983739837398373,0.8065693430656934,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",43
XGBoost,0.9240278318573936,0.9778714453811205,0.869215291750503,0.8780487804878049,0.8605577689243028,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.8}",44
XGBoost,0.9239663065154492,0.9782339490061568,0.8504854368932039,0.8902439024390244,0.8141263940520446,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",45
XGBoost,0.9235132278355908,0.978776454431211,0.85546875,0.8902439024390244,0.8233082706766918,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 300, 'subsample': 1.0}",46
XGBoost,0.9230332945942699,0.9787531208645421,0.8439306358381503,0.8902439024390244,0.8021978021978022,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",47
XGBoost,0.9227302228304516,0.9780389470561373,0.85,0.8983739837398373,0.8065693430656934,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",48
